Hugo_Symbol	type	freq	data	class	n.samples	n.patients
ATM	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
SETD2	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
UBR5	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
ASXL2	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
ARID1B	TNBC	0.0603	brca_tcga_pan_can_atlas_2018	Primary	171	171
ERBB2	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
TAF1	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
PRDM1	TNBC	0.0431	brca_tcga_pan_can_atlas_2018	Primary	171	171
CBFB	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
CASP8	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
ERBB3	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
AKT1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
ROS1	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
BRCA1	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
AMER1	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
KMT2A	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
PTPRT	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
ERBB4	TNBC	0.0345	brca_tcga_pan_can_atlas_2018	Primary	171	171
KDM6A	TNBC	0.0345	brca_tcga_pan_can_atlas_2018	Primary	171	171
NSD1	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
BLM	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
ATR	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
PIK3R1	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
SMARCA4	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
CTCF	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
RUNX1	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
TBX3	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
EP300	TNBC	0.0345	brca_tcga_pan_can_atlas_2018	Primary	171	171
PARP1	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
GATA3	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
CARD11	TNBC	0.0345	brca_tcga_pan_can_atlas_2018	Primary	171	171
XPO1	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
BAP1	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
PDE4DIP	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
CREBBP	TNBC	0.0431	brca_tcga_pan_can_atlas_2018	Primary	171	171
FBXW7	TNBC	0.0431	brca_tcga_pan_can_atlas_2018	Primary	171	171
BRAF	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
EGFR	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
RB1	TNBC	0.0345	brca_tcga_pan_can_atlas_2018	Primary	171	171
PTCH1	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
EPHB1	TNBC	0.0345	brca_tcga_pan_can_atlas_2018	Primary	171	171
APC	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
ASXL1	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
KIT	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
JAK3	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
ERCC5	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
ALK	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
ARID2	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
KDR	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
FGFR2	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
JAK1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
MSH6	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
MLH1	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
IGF1R	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
DDR2	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
PDGFRA	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
DNMT3A	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
RAD50	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
MET	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
MAP3K13	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
TET2	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
FANCA	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
KDM5C	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
BRIP1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
ESR1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
FANCD2	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
PIK3CB	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
KRAS	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
DICER1	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
JAK2	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
PMS1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
PBRM1	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
BTK	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
GNAS	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
TSC1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
CTNNA1	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
SMAD4	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
ABL1	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
AXL	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
ARID5B	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
LIFR	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
RET	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
ERCC4	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
EPHA3	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
CDK12	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
MSH2	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
TSC2	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
FLT3	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
TSHR	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
NTRK3	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
IKBKE	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
NOTCH1	TNBC	0.0259	brca_tcga_pan_can_atlas_2018	Primary	171	171
CIC	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
FLT1	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
PAX5	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
NF2	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
ETV1	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
FGFR1	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
CDC73	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
MRE11A	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
CBL	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
SMAD2	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
TNFAIP3	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
GNA11	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
PALB2	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
BCL6	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
PIK3CG	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
FH	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
SYK	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
PIK3R2	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
MYC	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
PMS2	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
AR	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
PPP2R1A	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
TGFBR2	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
AURKA	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
PRKAR1A	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
MAP2K2	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
CCND2	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
EZH2	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
WT1	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
NTRK1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
MAP2K1	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
DAXX	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
NFE2L2	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
MEN1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
CDKN1B	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
SMARCD1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
PDGFRB	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
PIK3CD	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
CHEK2	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
BCL2L1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
GATA2	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
IL7R	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
HNF1A	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
ERCC3	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
FOXP1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
HRAS	TNBC	0.0172	brca_tcga_pan_can_atlas_2018	Primary	171	171
FGFR4	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
RAF1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
IKZF1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
CD79B	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
SRC	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
NRAS	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
ERG	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
ERCC2	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
FLT4	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
GNAQ	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
STK11	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
MDM4	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
PHOX2B	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
MAPK1	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
MDM2	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
MYCL	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
TNFRSF14	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
MUTYH	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
KEAP1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
PTPN11	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
IDH1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
CSF1R	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
SOX2	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
SMO	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
RECQL4	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
AKT2	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
NOTCH4	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
GATA1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
CDK6	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
FOXO1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
FANCC	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
FOXO3	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
CDK4	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
SDHB	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
CCNE1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
CHEK1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
MITF	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
MPL	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
JUN	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
SMARCB1	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
NBN	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
ADGRA2	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
AKT3	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
SOCS1	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
CCND1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
TOP1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
PIM1	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
AURKB	TNBC	0.0086	brca_tcga_pan_can_atlas_2018	Primary	171	171
REL	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
SDHA	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
FLCN	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
BCL2	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
IRF4	TNBC	0	brca_tcga_pan_can_atlas_2018	Primary	171	171
TP53	all	0.2507	brca_tcga_pan_can_atlas_2018	Primary	945	945
SYNE1	all	0.0623	brca_tcga_pan_can_atlas_2018	Primary	945	945
MAP3K1	all	0.0499	brca_tcga_pan_can_atlas_2018	Primary	945	945
KMT2C	all	0.0499	brca_tcga_pan_can_atlas_2018	Primary	945	945
CDH1	all	0.0485	brca_tcga_pan_can_atlas_2018	Primary	945	945
AKAP9	all	0.0277	brca_tcga_pan_can_atlas_2018	Primary	945	945
NF1	all	0.0277	brca_tcga_pan_can_atlas_2018	Primary	945	945
PTPRD	all	0.0263	brca_tcga_pan_can_atlas_2018	Primary	945	945
MYH9	all	0.0277	brca_tcga_pan_can_atlas_2018	Primary	945	945
ARID1A	all	0.0277	brca_tcga_pan_can_atlas_2018	Primary	945	945
NCOR1	all	0.0277	brca_tcga_pan_can_atlas_2018	Primary	945	945
MAP2K4	all	0.0263	brca_tcga_pan_can_atlas_2018	Primary	945	945
BRCA2	all	0.0194	brca_tcga_pan_can_atlas_2018	Primary	945	945
PTEN	all	0.0263	brca_tcga_pan_can_atlas_2018	Primary	945	945
ATRX	all	0.0235	brca_tcga_pan_can_atlas_2018	Primary	945	945
KMT2D	all	0.0222	brca_tcga_pan_can_atlas_2018	Primary	945	945
MTOR	all	0.0222	brca_tcga_pan_can_atlas_2018	Primary	945	945
SF3B1	all	0.0222	brca_tcga_pan_can_atlas_2018	Primary	945	945
USP9X	all	0.0222	brca_tcga_pan_can_atlas_2018	Primary	945	945
NOTCH2	all	0.0208	brca_tcga_pan_can_atlas_2018	Primary	945	945
TET1	all	0.0208	brca_tcga_pan_can_atlas_2018	Primary	945	945
ATM	all	0.0208	brca_tcga_pan_can_atlas_2018	Primary	945	945
SETD2	all	0.0208	brca_tcga_pan_can_atlas_2018	Primary	945	945
UBR5	all	0.0194	brca_tcga_pan_can_atlas_2018	Primary	945	945
ASXL2	all	0.018	brca_tcga_pan_can_atlas_2018	Primary	945	945
ARID1B	all	0.0249	brca_tcga_pan_can_atlas_2018	Primary	945	945
ERBB2	all	0.0222	brca_tcga_pan_can_atlas_2018	Primary	945	945
TAF1	all	0.0222	brca_tcga_pan_can_atlas_2018	Primary	945	945
PRDM1	all	0.0139	brca_tcga_pan_can_atlas_2018	Primary	945	945
CBFB	all	0.0194	brca_tcga_pan_can_atlas_2018	Primary	945	945
CASP8	all	0.0194	brca_tcga_pan_can_atlas_2018	Primary	945	945
ERBB3	all	0.0222	brca_tcga_pan_can_atlas_2018	Primary	945	945
AKT1	all	0.0235	brca_tcga_pan_can_atlas_2018	Primary	945	945
ROS1	all	0.018	brca_tcga_pan_can_atlas_2018	Primary	945	945
BRCA1	all	0.018	brca_tcga_pan_can_atlas_2018	Primary	945	945
AMER1	all	0.0152	brca_tcga_pan_can_atlas_2018	Primary	945	945
KMT2A	all	0.0166	brca_tcga_pan_can_atlas_2018	Primary	945	945
PTPRT	all	0.0152	brca_tcga_pan_can_atlas_2018	Primary	945	945
ERBB4	all	0.0139	brca_tcga_pan_can_atlas_2018	Primary	945	945
KDM6A	all	0.0139	brca_tcga_pan_can_atlas_2018	Primary	945	945
NSD1	all	0.0152	brca_tcga_pan_can_atlas_2018	Primary	945	945
BLM	all	0.0152	brca_tcga_pan_can_atlas_2018	Primary	945	945
ATR	all	0.0152	brca_tcga_pan_can_atlas_2018	Primary	945	945
PIK3R1	all	0.0152	brca_tcga_pan_can_atlas_2018	Primary	945	945
SMARCA4	all	0.0125	brca_tcga_pan_can_atlas_2018	Primary	945	945
CTCF	all	0.0152	brca_tcga_pan_can_atlas_2018	Primary	945	945
RUNX1	all	0.0152	brca_tcga_pan_can_atlas_2018	Primary	945	945
TBX3	all	0.0139	brca_tcga_pan_can_atlas_2018	Primary	945	945
EP300	all	0.0166	brca_tcga_pan_can_atlas_2018	Primary	945	945
PARP1	all	0.0125	brca_tcga_pan_can_atlas_2018	Primary	945	945
GATA3	all	0.0166	brca_tcga_pan_can_atlas_2018	Primary	945	945
CARD11	all	0.0097	brca_tcga_pan_can_atlas_2018	Primary	945	945
XPO1	all	0.0111	brca_tcga_pan_can_atlas_2018	Primary	945	945
BAP1	all	0.0111	brca_tcga_pan_can_atlas_2018	Primary	945	945
PDE4DIP	all	0.0111	brca_tcga_pan_can_atlas_2018	Primary	945	945
CREBBP	all	0.0166	brca_tcga_pan_can_atlas_2018	Primary	945	945
FBXW7	all	0.0152	brca_tcga_pan_can_atlas_2018	Primary	945	945
BRAF	all	0.0097	brca_tcga_pan_can_atlas_2018	Primary	945	945
EGFR	all	0.0139	brca_tcga_pan_can_atlas_2018	Primary	945	945
RB1	all	0.0139	brca_tcga_pan_can_atlas_2018	Primary	945	945
PTCH1	all	0.0125	brca_tcga_pan_can_atlas_2018	Primary	945	945
EPHB1	all	0.0125	brca_tcga_pan_can_atlas_2018	Primary	945	945
APC	all	0.0111	brca_tcga_pan_can_atlas_2018	Primary	945	945
ASXL1	all	0.0111	brca_tcga_pan_can_atlas_2018	Primary	945	945
KIT	all	0.0111	brca_tcga_pan_can_atlas_2018	Primary	945	945
JAK3	all	0.0111	brca_tcga_pan_can_atlas_2018	Primary	945	945
ERCC5	all	0.0111	brca_tcga_pan_can_atlas_2018	Primary	945	945
ALK	all	0.0111	brca_tcga_pan_can_atlas_2018	Primary	945	945
ARID2	all	0.0111	brca_tcga_pan_can_atlas_2018	Primary	945	945
KDR	all	0.0111	brca_tcga_pan_can_atlas_2018	Primary	945	945
FGFR2	all	0.0125	brca_tcga_pan_can_atlas_2018	Primary	945	945
JAK1	all	0.0097	brca_tcga_pan_can_atlas_2018	Primary	945	945
MSH6	all	0.0125	brca_tcga_pan_can_atlas_2018	Primary	945	945
MLH1	all	0.0083	brca_tcga_pan_can_atlas_2018	Primary	945	945
IGF1R	all	0.0111	brca_tcga_pan_can_atlas_2018	Primary	945	945
DDR2	all	0.0111	brca_tcga_pan_can_atlas_2018	Primary	945	945
PDGFRA	all	0.0069	brca_tcga_pan_can_atlas_2018	Primary	945	945
DNMT3A	all	0.0097	brca_tcga_pan_can_atlas_2018	Primary	945	945
RAD50	all	0.0097	brca_tcga_pan_can_atlas_2018	Primary	945	945
MET	all	0.0097	brca_tcga_pan_can_atlas_2018	Primary	945	945
MAP3K13	all	0.0097	brca_tcga_pan_can_atlas_2018	Primary	945	945
TET2	all	0.0097	brca_tcga_pan_can_atlas_2018	Primary	945	945
FANCA	all	0.0097	brca_tcga_pan_can_atlas_2018	Primary	945	945
KDM5C	all	0.0097	brca_tcga_pan_can_atlas_2018	Primary	945	945
BRIP1	all	0.0111	brca_tcga_pan_can_atlas_2018	Primary	945	945
ESR1	all	0.0083	brca_tcga_pan_can_atlas_2018	Primary	945	945
FANCD2	all	0.0083	brca_tcga_pan_can_atlas_2018	Primary	945	945
PIK3CB	all	0.0111	brca_tcga_pan_can_atlas_2018	Primary	945	945
KRAS	all	0.0083	brca_tcga_pan_can_atlas_2018	Primary	945	945
DICER1	all	0.0083	brca_tcga_pan_can_atlas_2018	Primary	945	945
JAK2	all	0.0083	brca_tcga_pan_can_atlas_2018	Primary	945	945
PMS1	all	0.0097	brca_tcga_pan_can_atlas_2018	Primary	945	945
PBRM1	all	0.0069	brca_tcga_pan_can_atlas_2018	Primary	945	945
BTK	all	0.0083	brca_tcga_pan_can_atlas_2018	Primary	945	945
GNAS	all	0.0083	brca_tcga_pan_can_atlas_2018	Primary	945	945
TSC1	all	0.0097	brca_tcga_pan_can_atlas_2018	Primary	945	945
CTNNA1	all	0.0055	brca_tcga_pan_can_atlas_2018	Primary	945	945
SMAD4	all	0.0055	brca_tcga_pan_can_atlas_2018	Primary	945	945
ABL1	all	0.0055	brca_tcga_pan_can_atlas_2018	Primary	945	945
AXL	all	0.0055	brca_tcga_pan_can_atlas_2018	Primary	945	945
ARID5B	all	0.0069	brca_tcga_pan_can_atlas_2018	Primary	945	945
LIFR	all	0.0069	brca_tcga_pan_can_atlas_2018	Primary	945	945
RET	all	0.0069	brca_tcga_pan_can_atlas_2018	Primary	945	945
ERCC4	all	0.0069	brca_tcga_pan_can_atlas_2018	Primary	945	945
EPHA3	all	0.0069	brca_tcga_pan_can_atlas_2018	Primary	945	945
CDK12	all	0.0069	brca_tcga_pan_can_atlas_2018	Primary	945	945
MSH2	all	0.0069	brca_tcga_pan_can_atlas_2018	Primary	945	945
TSC2	all	0.0069	brca_tcga_pan_can_atlas_2018	Primary	945	945
FLT3	all	0.0069	brca_tcga_pan_can_atlas_2018	Primary	945	945
TSHR	all	0.0069	brca_tcga_pan_can_atlas_2018	Primary	945	945
NTRK3	all	0.0069	brca_tcga_pan_can_atlas_2018	Primary	945	945
IKBKE	all	0.0069	brca_tcga_pan_can_atlas_2018	Primary	945	945
NOTCH1	all	0.0069	brca_tcga_pan_can_atlas_2018	Primary	945	945
CIC	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
FLT1	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
PAX5	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
NF2	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
ETV1	all	0.0055	brca_tcga_pan_can_atlas_2018	Primary	945	945
FGFR1	all	0.0055	brca_tcga_pan_can_atlas_2018	Primary	945	945
CDC73	all	0.0055	brca_tcga_pan_can_atlas_2018	Primary	945	945
MRE11A	all	0.0055	brca_tcga_pan_can_atlas_2018	Primary	945	945
CBL	all	0.0055	brca_tcga_pan_can_atlas_2018	Primary	945	945
SMAD2	all	0.0055	brca_tcga_pan_can_atlas_2018	Primary	945	945
TNFAIP3	all	0.0055	brca_tcga_pan_can_atlas_2018	Primary	945	945
GNA11	all	0.0055	brca_tcga_pan_can_atlas_2018	Primary	945	945
PALB2	all	0.0055	brca_tcga_pan_can_atlas_2018	Primary	945	945
BCL6	all	0.0055	brca_tcga_pan_can_atlas_2018	Primary	945	945
PIK3CG	all	0.0069	brca_tcga_pan_can_atlas_2018	Primary	945	945
FH	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
SYK	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
PIK3R2	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
MYC	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
PMS2	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
AR	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
PPP2R1A	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
TGFBR2	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
AURKA	all	0.0055	brca_tcga_pan_can_atlas_2018	Primary	945	945
PRKAR1A	all	0.0055	brca_tcga_pan_can_atlas_2018	Primary	945	945
MAP2K2	all	0.0028	brca_tcga_pan_can_atlas_2018	Primary	945	945
CCND2	all	0.0028	brca_tcga_pan_can_atlas_2018	Primary	945	945
EZH2	all	0.0028	brca_tcga_pan_can_atlas_2018	Primary	945	945
WT1	all	0.0028	brca_tcga_pan_can_atlas_2018	Primary	945	945
NTRK1	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
MAP2K1	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
DAXX	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
NFE2L2	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
MEN1	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
CDKN1B	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
SMARCD1	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
PDGFRB	all	0.0083	brca_tcga_pan_can_atlas_2018	Primary	945	945
PIK3CD	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
CHEK2	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
BCL2L1	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
GATA2	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
IL7R	all	0.0042	brca_tcga_pan_can_atlas_2018	Primary	945	945
