Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Karyotype band	Gene name
ENSG00000248328	64611374	64611888	4	q13.1	MTCO3P28
ENSG00000244669	64767130	64767897	4	q13.1	AC104689.1
ENSG00000286664	64836361	64883916	4	q13.1	AC104689.2
ENSG00000250125	64914281	65024485	4	q13.1	LINC02232
ENSG00000248447	65034634	65036017	4	q13.1	AC107058.1
ENSG00000248998	65142703	65145763	4	q13.1	EFL1P2
ENSG00000249351	65216616	65217433	4	q13.1	AC096754.1
ENSG00000285711	65225867	65241814	4	q13.1	LINC02835
ENSG00000145242	65319563	65670495	4	q13.2	EPHA5
ENSG00000243199	65573459	65574328	4	q13.2	AC115223.1
ENSG00000250846	65669961	65698029	4	q13.2	EPHA5-AS1
ENSG00000248479	65702202	65705553	4	q13.2	AC104137.1
ENSG00000222765	65807240	65807435	4	q13.2	RNU2-40P
ENSG00000251527	65858761	65860204	4	q13.2	AC097110.1
ENSG00000249413	65998846	66150012	4	q13.2	AC116049.1
ENSG00000272304	66003281	66016792	4	q13.2	AC096721.1
ENSG00000236562	66094142	66094526	4	q13.2	IFITM3P1
ENSG00000287383	66169778	66329377	4	q13.2	AC110809.1
ENSG00000221563	66276824	66276928	4	q13.2	MIR1269A
ENSG00000244099	66431092	66431521	4	q13.2	RPS23P3
ENSG00000252890	66897262	66897371	4	q13.2	RNU6-699P
ENSG00000250075	67417305	67468251	4	q13.2	AC104806.2
ENSG00000206629	67429591	67429754	4	q13.2	RNU1-63P
ENSG00000274759	67439992	67440118	4	q13.2	RNA5SP527
ENSG00000250030	67446267	67446574	4	q13.2	AC104806.1
ENSG00000145241	67468762	67545503	4	q13.2	CENPC
ENSG00000035720	67558727	67607337	4	q13.2	STAP1
ENSG00000279464	67607856	67610313	4	q13.2	AC096720.2
ENSG00000033178	67612652	67701155	4	q13.2	UBA6
ENSG00000270257	67638177	67638359	4	q13.2	AC096720.1
ENSG00000248049	67701209	68080952	4	q13.2	UBA6-AS1
ENSG00000250656	67716375	67717388	4	q13.2	ST3GAL1P1
ENSG00000270228	67718996	67724262	4	q13.2	AC079880.1
ENSG00000270292	67725183	67726395	4	q13.2	AC079880.2
ENSG00000109163	67737118	67754388	4	q13.2	GNRHR
ENSG00000202374	67747236	67747386	4	q13.2	SNORA62
ENSG00000232398	67766480	67773854	4	q13.2	TMPRSS11CP
ENSG00000153802	67820876	67884002	4	q13.2	TMPRSS11D
ENSG00000187054	67909385	67964140	4	q13.2	TMPRSS11A
ENSG00000229009	67991684	68015768	4	q13.2	TMPRSS11GP
ENSG00000207428	68003895	68004001	4	q13.2	RNU6-95P
ENSG00000227725	68038544	68039647	4	q13.2	GCOM2
ENSG00000283131	68049706	68050478	4	q13.2	MTND2P41
ENSG00000198092	68053198	68129869	4	q13.2	TMPRSS11F
ENSG00000215127	68061822	68063269	4	q13.2	SYT14P1
ENSG00000250426	68182292	68212470	4	q13.2	FTLP10
ENSG00000250026	68184081	68218080	4	q13.2	TMPRSS11BNL
ENSG00000185873	68226653	68245694	4	q13.2	TMPRSS11B
ENSG00000250642	68282461	68285959	4	q13.2	AC098799.3
ENSG00000248639	68293127	68294364	4	q13.2	AC098799.1
ENSG00000249531	68300325	68302459	4	q13.2	AC098799.2
ENSG00000248122	68304343	68304939	4	q13.2	APOOP4
ENSG00000083896	68310387	68350090	4	q13.2	YTHDC1
ENSG00000162840	68376323	68376505	4	q13.2	MT2P1
ENSG00000087128	68447463	68497604	4	q13.2	TMPRSS11E
ENSG00000250566	68509441	68517647	4	q13.2	UGT2B29P
ENSG00000197888	68537184	68568527	4	q13.2	UGT2B17
ENSG00000249472	68614419	68615013	4	q13.2	AC147055.2
ENSG00000251101	68615393	68616137	4	q13.2	AC147055.4
ENSG00000251074	68626847	68628899	4	q13.2	AC147055.3
ENSG00000196620	68646597	68670652	4	q13.2	UGT2B15
ENSG00000248635	68704600	68712498	4	q13.2	AC147055.1
ENSG00000250376	68784618	68787474	4	q13.2	AC093720.1
ENSG00000251236	68813995	68814727	4	q13.2	AC021146.8
ENSG00000109181	68815994	68832023	4	q13.2	UGT2B10
ENSG00000251424	68834213	68834368	4	q13.2	AC021146.9
ENSG00000249235	68861332	68861610	4	q13.2	AC021146.4
ENSG00000251529	68877626	68880131	4	q13.2	AC021146.11
ENSG00000248547	68883885	68884440	4	q13.2	AC021146.2
ENSG00000248613	68900651	68900910	4	q13.2	AC021146.3
ENSG00000272626	68901008	68906983	4	q13.2	AC021146.12
ENSG00000249985	68907918	68908034	4	q13.2	AC021146.6
ENSG00000198277	68914928	68924741	4	q13.2	AC021146.1
ENSG00000135220	68928463	68951804	4	q13.2	UGT2A3
ENSG00000251498	68972999	68975993	4	q13.2	AC021146.10
ENSG00000249735	68985009	68988533	4	q13.2	AC021146.5
ENSG00000250277	68996935	68997709	4	q13.2	AC021146.7
ENSG00000251685	69004862	69020414	4	q13.2	UGT2B27P
ENSG00000249890	69021656	69022340	4	q13.2	AC107401.1
ENSG00000250919	69027831	69044578	4	q13.2	UGT2B26P
ENSG00000171234	69051363	69112987	4	q13.2	UGT2B7
ENSG00000248763	69066395	69069888	4	q13.2	AC111000.2
ENSG00000251284	69125274	69126451	4	q13.2	AC111000.5
ENSG00000250100	69131351	69134814	4	q13.2	AC111000.3
ENSG00000251427	69144734	69147671	4	q13.2	AC111000.6
ENSG00000196472	69181660	69182372	4	q13.2	AC111000.1
ENSG00000250696	69182100	69216766	4	q13.2	AC111000.4
ENSG00000213759	69199951	69214748	4	q13.2	UGT2B11
ENSG00000268803	69215908	69216635	4	q13.2	AC114797.1
ENSG00000249763	69242628	69250815	4	q13.2	AC114786.1
ENSG00000135226	69280475	69295050	4	q13.2	UGT2B28
ENSG00000251691	69306469	69307173	4	q13.2	AC114786.3
ENSG00000250612	69346609	69358177	4	q13.2	AC114786.2
ENSG00000268209	69387580	69388307	4	q13.2	AC114786.4
ENSG00000215110	69389492	69402081	4	q13.2	UGT2B25P
ENSG00000248824	69406931	69407655	4	q13.3	AC108078.1
ENSG00000249956	69408828	69423164	4	q13.3	UGT2B24P
ENSG00000250828	69437357	69441050	4	q13.3	AC108078.3
ENSG00000249686	69450014	69451613	4	q13.3	AC108078.2
ENSG00000156096	69480165	69526014	4	q13.3	UGT2B4
ENSG00000248886	69517667	69518400	4	q13.3	UGT2A3P7
ENSG00000251177	69572391	69585527	4	q13.3	AC093829.1
ENSG00000173610	69588417	69653249	4	q13.3	UGT2A1
ENSG00000271271	69588417	69639642	4	q13.3	UGT2A2
ENSG00000173597	69721167	69787961	4	q13.3	SULT1B1
ENSG00000236959	69791872	69813888	4	q13.3	SULT1D1P
ENSG00000284695	69810780	69847786	4	q13.3	AC108941.2
ENSG00000109193	69841212	69860145	4	q13.3	SULT1E1
ENSG00000251489	69888877	69889406	4	q13.3	AC108941.1
ENSG00000126545	69931068	69946574	4	q13.3	CSN1S1
ENSG00000135222	69955256	69961007	4	q13.3	CSN2
ENSG00000126549	69995966	70002570	4	q13.3	STATH
ENSG00000205649	70028455	70036538	4	q13.3	HTN3
ENSG00000126550	70050438	70058848	4	q13.3	HTN1
ENSG00000234124	70067386	70085290	4	q13.3	CSN1S2AP
ENSG00000187533	70133616	70176799	4	q13.3	PRR27
ENSG00000109205	70196496	70204576	4	q13.3	ODAM
ENSG00000181617	70226124	70235252	4	q13.3	FDCSP
ENSG00000171209	70242588	70251428	4	q13.3	CSN3
ENSG00000145309	70334981	70337116	4	q13.3	CABS1
ENSG00000109208	70360760	70367158	4	q13.3	SMR3A
ENSG00000171201	70370093	70390244	4	q13.3	SMR3B
ENSG00000171199	70397931	70410195	4	q13.3	OPRPN
ENSG00000171195	70430492	70482997	4	q13.3	MUC7
ENSG00000187689	70518569	70532743	4	q13.3	AMTN
ENSG00000178522	70592256	70607288	4	q13.3	AMBN
ENSG00000132464	70628744	70646824	4	q13.3	ENAM
ENSG00000286848	70637745	70686816	4	q13.3	AC009570.2
ENSG00000132465	70655541	70681817	4	q13.3	JCHAIN
ENSG00000132467	70688532	70690551	4	q13.3	UTP3
ENSG00000207448	70701755	70701858	4	q13.3	RNU6-520P
ENSG00000207058	70703018	70703123	4	q13.3	RNU6-784P
ENSG00000272986	70703747	70704491	4	q13.3	AC009570.1
ENSG00000018189	70704204	70808619	4	q13.3	RUFY3
ENSG00000132463	70815783	70839897	4	q13.3	GRSF1
ENSG00000283313	70848136	70848218	4	q13.3	AC021989.1
ENSG00000207007	70852130	70852240	4	q13.3	RNU6-891P
ENSG00000173542	70902326	71022449	4	q13.3	MOB1B
ENSG00000156136	70992538	71030914	4	q13.3	DCK
ENSG00000080493	71062667	71572087	4	q13.3	SLC4A4
ENSG00000249170	71300258	71301235	4	q13.3	AC096713.1
ENSG00000270098	71434405	71437924	4	q13.3	LDHAL6EP
ENSG00000145321	71741696	71804041	4	q13.3	GC
ENSG00000222236	71759518	71759616	4	q13.3	RNA5SP163
ENSG00000248567	71821305	71823980	4	q13.3	AC068721.1
ENSG00000056291	72031804	72148067	4	q13.3	NPFFR2
ENSG00000156140	72280969	72569221	4	q13.3	ADAMTS3
ENSG00000250877	72323028	72330751	4	q13.3	AC095056.1
ENSG00000270665	72807267	72808192	4	q13.3	HNRNPA1P67
ENSG00000252955	72965178	72965303	4	q13.3	RNU4ATAC9P
ENSG00000210839	73026748	73026873	4	q13.3	RNU6ATAC5P
ENSG00000163626	73052362	73069755	4	q13.3	COX18
ENSG00000132466	73073376	73258798	4	q13.3	ANKRD17
ENSG00000248641	73098822	73099145	4	q13.3	HMGA1P2
ENSG00000250220	73259209	73317953	4	q13.3	AC053527.2
ENSG00000221639	73263960	73264084	4	q13.3	AC053527.1
ENSG00000249976	73337233	73337771	4	q13.3	AC108157.1
ENSG00000163631	73397114	73421482	4	q13.3	ALB
ENSG00000081051	73431138	73456174	4	q13.3	AFP
ENSG00000079557	73481745	73504001	4	q13.3	AFM
ENSG00000250436	73508803	73534128	4	q13.3	LINC02499
ENSG00000249970	73543822	73544013	4	q13.3	AC074250.1
ENSG00000169435	73571550	73620631	4	q13.3	RASSF6
ENSG00000228277	73710302	73714527	4	q13.3	UMLILO
ENSG00000169429	73740541	73743716	4	q13.3	CXCL8
ENSG00000249051	73777636	73778060	4	q13.3	AC112518.1
ENSG00000124875	73836640	73849064	4	q13.3	CXCL6
ENSG00000250550	73847866	73848829	4	q13.3	PPBPP1
ENSG00000109272	73853296	73854483	4	q13.3	PF4V1
ENSG00000163739	73869393	73871308	4	q13.3	CXCL1
ENSG00000249920	73938604	73939558	4	q13.3	HNRNPA1P55
ENSG00000250339	73944011	73944324	4	q13.3	CXCL1P1
ENSG00000163737	73980811	73982027	4	q13.3	PF4
ENSG00000163736	73986439	73988190	4	q13.3	PPBP
ENSG00000163735	73995642	73998677	4	q13.3	CXCL5
ENSG00000287037	73997933	74007682	4	q13.3	AC097709.1
ENSG00000244194	74011578	74011876	4	q13.3	RN7SL218P
ENSG00000163734	74036589	74038807	4	q13.3	CXCL3
ENSG00000248848	74054038	74055399	4	q13.3	PPBPP2
ENSG00000288019	74076533	74078973	4	q13.3	AC093677.3
ENSG00000251017	74085995	74086672	4	q13.3	AC093677.1
ENSG00000081041	74097040	74099196	4	q13.3	CXCL2
ENSG00000163738	74114174	74303099	4	q13.3	MTHFD2L
ENSG00000269559	74156511	74158373	4	q13.3	AC093677.2
ENSG00000182585	74308470	74316789	4	q13.3	EPGN
ENSG00000124882	74365145	74388749	4	q13.3	EREG
ENSG00000250532	74418917	74440457	4	q13.3	AC021180.1
ENSG00000109321	74445136	74455005	4	q13.3	AREG
ENSG00000249942	74552584	74589481	4	q13.3	AC239584.1
ENSG00000174808	74744759	74794523	4	q13.3	BTC
ENSG00000287375	74881174	74882934	4	q13.3	AC098825.1
ENSG00000250356	74917822	74918138	4	q13.3	HSPE1P23
ENSG00000169116	74933095	75050115	4	q13.3	PARM1
ENSG00000249717	74955974	74970362	4	q13.3	PARM1-AS1
ENSG00000248165	74993877	75034824	4	q13.3	AC110760.1
ENSG00000260265	75081702	75084717	4	q13.3	LINC02562
ENSG00000250315	75101477	75101943	4	q13.3	AC110760.2
ENSG00000250560	75194867	75195079	4	q13.3	AC093870.1
ENSG00000251185	75269068	75361182	4	q21.1	AC025244.1
ENSG00000251454	75341279	75359024	4	q21.1	AC025244.2
ENSG00000251383	75354076	75362566	4	q21.1	LINC02483
ENSG00000248646	75361207	75434449	4	q21.1	AC096759.1
ENSG00000250735	75401195	75423023	4	q21.1	AC096759.2
ENSG00000163743	75479037	75514764	4	q21.1	RCHY1
ENSG00000174796	75513946	75550473	4	q21.1	THAP6
ENSG00000174792	75556048	75565871	4	q21.1	ODAPH
ENSG00000138769	75576496	75630716	4	q21.1	CDKL2
ENSG00000138757	75642782	75724525	4	q21.1	G3BP2
ENSG00000201644	75662120	75662213	4	q21.1	Y_RNA
ENSG00000138768	75724577	75814286	4	q21.1	USO1
ENSG00000229717	75822966	75838389	4	q21.1	AC110615.1
ENSG00000222644	75829454	75829589	4	q21.1	RNU2-16P
ENSG00000156194	75859864	75902571	4	q21.1	PPEF2
ENSG00000138744	75913660	75941013	4	q21.1	NAAA
ENSG00000198301	75940950	75990962	4	q21.1	SDAD1
ENSG00000245928	75980790	76005942	4	q21.1	SDAD1-AS1
ENSG00000138755	76001275	76007509	4	q21.1	CXCL9
ENSG00000156219	76011184	76112802	4	q21.1	ART3
ENSG00000169245	76021118	76023497	4	q21.1	CXCL10
ENSG00000169248	76033682	76041415	4	q21.1	CXCL11
ENSG00000225846	76036750	76037064	4	q21.1	AC112719.1
ENSG00000138750	76114659	76148444	4	q21.1	NUP54
ENSG00000286074	76148561	76200666	4	q21.1	AC110795.1
ENSG00000138760	76158737	76234536	4	q21.1	SCARB2
ENSG00000189157	76214040	76283783	4	q21.1	FAM47E
ENSG00000287401	76240740	76312098	4	q21.1	AC034139.1
ENSG00000272414	76251721	76311129	4	q21.1	FAM47E-STBD1
ENSG00000118804	76306026	76311599	4	q21.1	STBD1
ENSG00000163749	76312997	76421868	4	q21.1	CCDC158
ENSG00000249858	76344550	76345590	4	q21.1	SNX5P1
ENSG00000212368	76356610	76356715	4	q21.1	RNU6-1000P
ENSG00000240426	76401251	76401569	4	q21.1	AC096743.2
ENSG00000199857	76402076	76402146	4	q21.1	AC096743.1
ENSG00000138771	76435229	76783253	4	q21.1	SHROOM3
ENSG00000249278	76509284	76509719	4	q21.1	AC112249.1
ENSG00000207307	76532222	76532327	4	q21.1	RNU6-145P
ENSG00000263445	76573568	76573632	4	q21.1	MIR4450
ENSG00000283682	76575551	76575626	4	q21.1	MIR548AH
ENSG00000233860	76708853	76802426	4	q21.1	SHROOM3-AS1
ENSG00000224218	76758554	76801964	4	q21.1	AC107072.1
ENSG00000270244	76886029	76886370	4	q21.1	AC104687.2
ENSG00000242727	76891034	76891445	4	q21.1	AC104687.1
ENSG00000186212	76894152	76898144	4	q21.1	SOWAHB
ENSG00000138758	76949703	77040384	4	q21.1	SEPTIN11
ENSG00000234036	76958860	76959169	4	q21.1	TXNP6
ENSG00000118816	77047155	77076309	4	q21.1	CCNI
ENSG00000214062	77082403	77083126	4	q21.1	RPL7P17
ENSG00000271676	77112495	77113458	4	q21.1	AC104771.1
ENSG00000201641	77150328	77150437	4	q21.1	RNU6-1187P
ENSG00000138764	77157207	77433388	4	q21.1	CCNG2
ENSG00000270669	77216416	77216878	4	q21.1	AC008638.3
ENSG00000250006	77311397	77312111	4	q21.1	AC008638.2
ENSG00000248831	77350370	77351235	4	q21.1	AC008638.1
ENSG00000249036	77394491	77494286	4	q21.1	AC092674.1
ENSG00000156234	77511753	77611834	4	q21.1	CXCL13
ENSG00000221711	77702746	77702803	4	q21.1	AC104701.1
ENSG00000138767	77713387	77819615	4	q21.1	CNOT6L
ENSG00000169288	77862830	77952785	4	q21.1	MRPL1
ENSG00000250214	77864508	77864804	4	q21.1	AC112225.1
ENSG00000248926	77958000	77958780	4	q21.1	AC114801.2
ENSG00000248956	77963940	77964511	4	q21.1	HMGB1P44
ENSG00000248640	77987860	77988813	4	q21.1	HNRNPA1P56
ENSG00000248128	78003143	78003439	4	q21.21	AC114801.1
ENSG00000249072	78008512	78008688	4	q21.21	AC114801.3
ENSG00000138759	78057323	78544269	4	q21.21	FRAS1
ENSG00000249565	78180866	78182046	4	q21.21	SERBP1P5
ENSG00000248117	78379197	78379514	4	q21.21	MICOS10P4
ENSG00000138772	78551747	78610451	4	q21.21	ANXA3
ENSG00000200998	78632273	78632385	4	q21.21	Y_RNA
ENSG00000251442	78638780	78683185	4	q21.21	LINC01094
ENSG00000251019	78648954	78649242	4	q21.21	HIGD1AP13
ENSG00000287632	78669690	78691671	4	q21.21	AC112253.1
ENSG00000239793	78768499	78768750	4	q21.21	AC098818.1
ENSG00000260278	78773654	78775973	4	q21.21	AC098818.2
ENSG00000138756	78776342	78916372	4	q21.21	BMP2K
ENSG00000266270	78820752	78820821	4	q21.21	AC098818.3
ENSG00000163291	78887127	78939438	4	q21.21	PAQR3
ENSG00000242175	78898855	78899154	4	q21.21	RN7SL127P
ENSG00000249307	78939485	79309673	4	q21.21	LINC01088
ENSG00000156269	79225694	79326061	4	q21.21	NAA11
ENSG00000196475	79406361	79408228	4	q21.21	GK2
ENSG00000250334	79491802	79623479	4	q21.21	LINC00989
ENSG00000249646	79587302	79588130	4	q21.21	OR7E94P
ENSG00000251399	79596542	79597173	4	q21.21	AC092542.1
ENSG00000248408	79663761	79696837	4	q21.21	LINC02469
ENSG00000251321	79827471	79877770	4	q21.21	PCAT4
ENSG00000212620	79843102	79843228	4	q21.21	SNORA75
ENSG00000163297	79901146	80125454	4	q21.21	ANTXR2
ENSG00000236530	80079532	80081122	4	q21.21	KPNA2P1
ENSG00000244002	80161129	80162011	4	q21.21	RPSAP39
ENSG00000248719	80182637	80197410	4	q21.21	AC021127.1
ENSG00000152784	80183879	80204329	4	q21.21	PRDM8
ENSG00000138675	80266599	80336680	4	q21.21	FGF5
ENSG00000197826	80335730	80963750	4	q21.21	CFAP299
ENSG00000232327	80386178	80388716	4	q21.21	AC105917.1
ENSG00000152785	81030708	81057632	4	q21.21	BMP3
ENSG00000138669	81087370	81215117	4	q21.21	PRKG2
ENSG00000251059	81164922	81193395	4	q21.21	PRKG2-AS1
ENSG00000207065	81334303	81334418	4	q21.21	RNU5A-2P
ENSG00000138670	81426393	82044244	4	q21.22	RASGEF1B
ENSG00000248282	81733385	81734207	4	q21.22	MTCYBP44
ENSG00000248448	81919995	81920387	4	q21.22	COX5BP1
ENSG00000252762	81928313	81928439	4	q21.22	AC021863.1
ENSG00000248543	82010665	82013095	4	q21.22	NPM1P41
ENSG00000250826	82128535	82129656	4	q21.22	HNRNPA3P13
ENSG00000202485	82174547	82174653	4	q21.22	RNU6-499P
ENSG00000234568	82275071	82276600	4	q21.22	BIN2P1
ENSG00000284516	82284971	82340013	4	q21.22	VAMP9P
ENSG00000273156	82344876	82346842	4	q21.22	AC124016.2
ENSG00000138668	82352498	82374503	4	q21.22	HNRNPD
ENSG00000272677	82374301	82384027	4	q21.22	AC124016.1
ENSG00000250325	82401578	82402456	4	q21.22	IGBP1P4
ENSG00000202440	82402638	82402706	4	q21.22	SNORD42
ENSG00000152795	82422564	82430408	4	q21.22	HNRNPDL
ENSG00000145293	82430590	82461177	4	q21.22	ENOPH1
ENSG00000249242	82483170	82562357	4	q21.22	TMEM150C
ENSG00000214988	82490823	82491635	4	q21.22	RPL7AP26
ENSG00000227304	82494786	82496278	4	q21.22	AC067942.1
ENSG00000249960	82571137	82571814	4	q21.22	AC067942.3
ENSG00000248113	82580117	82581384	4	q21.22	AC067942.2
ENSG00000231782	82610974	82621610	4	q21.22	LINC00575
ENSG00000286490	82612184	82615575	4	q21.22	AC067942.4
ENSG00000145284	82629539	82798796	4	q21.22	SCD5
ENSG00000270480	82691737	82692468	4	q21.22	AC073413.1
ENSG00000207746	82753337	82753430	4	q21.22	MIR575
ENSG00000270842	82775461	82776101	4	q21.22	AC073413.2
ENSG00000138674	82818509	82901166	4	q21.22	SEC31A
ENSG00000251022	82893009	82900960	4	q21.22	THAP9-AS1
ENSG00000168152	82900684	82919969	4	q21.22	THAP9
ENSG00000189308	82909973	83012926	4	q21.22	LIN54
ENSG00000199530	82944738	82944845	4	q21.22	Y_RNA
ENSG00000251874	83003412	83003517	4	q21.22	RNU6-615P
ENSG00000138663	83034447	83075818	4	q21.22	COPS4
ENSG00000286035	83075957	83085600	4	q21.22	AC073840.1
ENSG00000145287	83090048	83137075	4	q21.22	PLAC8
ENSG00000250057	83233512	83247213	4	q21.23	AC114781.2
ENSG00000250677	83237303	83237444	4	q21.23	AC114781.3
ENSG00000248401	83247179	83248206	4	q21.23	AC114781.1
ENSG00000173085	83261536	83284914	4	q21.23	COQ2
ENSG00000173083	83292461	83335153	4	q21.23	HPSE
ENSG00000274154	83369416	83369523	4	q21.23	AC114781.5
ENSG00000251647	83377363	83378076	4	q21.23	AC114781.4
ENSG00000163312	83407343	83455855	4	q21.23	HELQ
ENSG00000163319	83455932	83469735	4	q21.23	MRPS18C
ENSG00000163322	83459517	83523348	4	q21.23	ABRAXAS1
ENSG00000213608	83477524	83478424	4	q21.23	SLC25A14P1
ENSG00000239525	83502699	83503034	4	q21.23	RPL30P5
ENSG00000138678	83535914	83605875	4	q21.23	GPAT3
ENSG00000201633	83636196	83636290	4	q21.23	Y_RNA
ENSG00000249171	83668510	83731755	4	q21.23	AC021192.1
ENSG00000250546	83796436	84299189	4	q21.23	AC079160.1
ENSG00000200108	84233657	84233763	4	q21.23	RNU6-774P
ENSG00000214980	84244003	84245488	4	q21.23	AC025538.1
ENSG00000248749	84371393	84380189	4	q21.23	AC104063.1
ENSG00000163623	84491987	84498450	4	q21.23	NKX6-1
ENSG00000258013	84544304	84544519	4	q21.23	RPL3P13
ENSG00000163624	84583127	84651334	4	q21.23	CDS1
ENSG00000163625	84669597	84966690	4	q21.23	WDFY3
ENSG00000239466	84687725	84688000	4	q21.23	RN7SL552P
ENSG00000251260	84796614	84810403	4	q21.23	WDFY3-AS1
ENSG00000252062	84886386	84886486	4	q21.23	RNU6-469P
ENSG00000180769	84965534	85011277	4	q21.23	WDFY3-AS2
ENSG00000286189	84970180	84970730	4	q21.23	AC108021.1
ENSG00000201901	85100496	85100823	4	q21.23	RN7SKP48
ENSG00000248725	85246157	85246912	4	q21.23	AC097488.1
ENSG00000138639	85475150	86002668	4	q21.23	ARHGAP24
ENSG00000266421	85722468	85722533	4	q21.23	MIR4451
ENSG00000109339	85990007	86594625	4	q21.3	MAPK10
ENSG00000250062	86117912	86219926	4	q21.3	MAPK10-AS1
ENSG00000252757	86336318	86336614	4	q21.3	RN7SKP96
ENSG00000266515	86542482	86542552	4	q21.3	MIR4452
ENSG00000163629	86594315	86815171	4	q21.3	PTPN13
ENSG00000145283	86823468	86849384	4	q21.3	SLC10A6
ENSG00000243312	86870191	86871404	4	q21.3	AC093827.1
ENSG00000163633	86876205	86892422	4	q21.3	C4orf36
ENSG00000250202	86876338	86876652	4	q21.3	AC093827.2
ENSG00000285458	86886472	86936178	4	q21.3	AC093827.5
ENSG00000251411	86913266	86914817	4	q21.3	AC093827.3
ENSG00000284968	86924630	86936202	4	q21.3	AC093827.4
ENSG00000172493	86935002	87141054	4	q21.3	AFF1
ENSG00000235043	86949669	86950113	4	q21.3	TECRP1
ENSG00000145332	87160103	87240314	4	q22.1	KLHL8
ENSG00000248196	87166844	87167734	4	q22.1	AC092658.1
ENSG00000248180	87207092	87208086	4	q22.1	GAPDHP60
ENSG00000250572	87261931	87266822	4	q22.1	AC108516.1
ENSG00000263981	87300495	87300583	4	q22.1	MIR5705
ENSG00000170509	87303789	87322886	4	q22.1	HSD17B13
ENSG00000255723	87317170	87345210	4	q22.1	AC108516.2
ENSG00000198189	87336515	87391188	4	q22.1	HSD17B11
ENSG00000240966	87386883	87387174	4	q22.1	RN7SL681P
ENSG00000249262	87410644	87411388	4	q22.1	AC112250.1
ENSG00000170502	87422573	87459455	4	q22.1	NUDT9
ENSG00000272856	87460807	87462280	4	q22.1	AC112250.2
ENSG00000152583	87473335	87531061	4	q22.1	SPARCL1
ENSG00000249001	87568035	87733956	4	q22.1	AC093895.1
ENSG00000152591	87608529	87616873	4	q22.1	DSPP
ENSG00000152592	87650280	87664361	4	q22.1	DMP1
ENSG00000200024	87743952	87744053	4	q22.1	Y_RNA
ENSG00000249973	87785920	87786371	4	q22.1	CHCHD2P7
ENSG00000029559	87799554	87812435	4	q22.1	IBSP
ENSG00000152595	87821411	87846817	4	q22.1	MEPE
ENSG00000183199	87891843	87894015	4	q22.1	HSP90AB3P
ENSG00000286618	87974385	88008477	4	q22.1	AC131944.1
ENSG00000118785	87975650	87983426	4	q22.1	SPP1
ENSG00000202000	88000237	88000401	4	q22.1	RNU1-36P
ENSG00000118762	88007635	88077777	4	q22.1	PKD2
ENSG00000118777	88090150	88231628	4	q22.1	ABCG2
ENSG00000241853	88163579	88163967	4	q22.1	AC097484.1
ENSG00000201707	88201703	88201810	4	q22.1	RNU6-818P
ENSG00000221440	88206427	88206552	4	q22.1	RNU6ATAC31P
ENSG00000251285	88220569	88223837	4	q22.1	AC097484.2
ENSG00000199326	88226729	88226829	4	q22.1	RNU6-1298P
ENSG00000163644	88257620	88284769	4	q22.1	PPM1K
ENSG00000200469	88275205	88275308	4	q22.1	RNU6-112P
ENSG00000246375	88284507	88331421	4	q22.1	PPM1K-DT
ENSG00000207480	88330176	88330278	4	q22.1	Y_RNA
ENSG00000287181	88352222	88358423	4	q22.1	AC107067.2
ENSG00000286978	88358945	88361304	4	q22.1	AC107067.1
ENSG00000138642	88378739	88443097	4	q22.1	HERC6
ENSG00000138646	88457119	88506163	4	q22.1	HERC5
ENSG00000249934	88508591	88510403	4	q22.1	NCOA4P2
